zid,address,zipcode,alat,alon,valuation,value_change,value_range_high,value_range_low,sqft,lot_sqft,year_built,last_sold_date,last_sold_price
29404203,6220 Walnut Hills Drive,78723,30.309531,-97.676346,406856.0,746,427199,382445,1888,14475,1966.0,,
29380045,18004 Crystal Cove,78645,30.480314,-97.921861,688020.0,-3211,853145,584817,2877,72750,2002.0,,
2116288513,9101 Sweetgum Drive,78748,30.17878,-97.8168,382778.0,-5553,497611,294739,1572,,2012.0,12/22/2014,
,13117 Winding Creek Road,78736,,,,,,,,,,,
,1100 Dalton Lane,78742,,,,,,,,,,,
29371510,11724 D-K Ranch Road,78759,30.428026,-97.767875,416221.0,-3179,437032,395410,2132,9352,1978.0,,
,8849 Anderson Mill Road,78729,,,,,,,,,,,
29468872,4607 Timber Creek Cove,78617,30.181973,-97.642098,148101.0,2532,161430,121443,576,12754,1981.0,08/27/2003,39374
,2001 Sandra Lane,78653,,,,,,,,,,,
70330369,12026 Pleasant Panorama View,78738,30.320806,-97.919162,778861.0,-3449,825593,739918,4950,10541,2005.0,,
64790932,3806 Bliss Spillar Road,78652,30.150817,-97.8788,506280.0,-2963,531594,475903,3241,358673,1983.0,,
29498363,7817 Finch Trail,78745,30.199943,-97.824229,329997.0,-499,346497,313497,1598,7318,1984.0,,
185242299,1500 North Bell Boulevard,78613,30.527519,-97.831231,,,,,,54058,,01/11/2005,533930
,158 Commons Ford Road,78733,,,,,,,,,,,
,1540 West 41st Street,78756,,,,,,,,,,,
29427951,10003 Derringer Trail,78753,30.36669,-97.687737,342350.0,6507,366315,325233,2392,8350,1982.0,,
29373833,11709 Lemens Spice Cove,78750,30.435971,-97.783129,465312.0,-11799,488578,442046,2334,15568,1998.0,,
,2078 Vivian Drive,78681,,,,,,,,,,,
58299991,4301 Rum Runner Road,78734,30.401381,-97.923023,805088.0,-16609,901699,740681,4180,77536,2001.0,04/09/2015,
29352621,724 Vanguard,78738,30.361962,-97.993369,517509.0,1644,558910,491634,3422,21950,1970.0,,
,13975 Carolina Lane,78717,,,,,,,,,,,
29433651,10503 Little Pebble Drive,78758,30.382983,-97.710075,330453.0,4867,360194,310626,1908,7728,1978.0,,
2119367449,331 Bisset Court,78738,30.351276,-98.002933,,,,,,28488,,,
58309428,17611 Wiseman Drive,78660,30.466157,-97.632058,206315.0,-1067,216631,195999,1464,6294,2001.0,,
,9699 Sandstone Street,78737,,,,,,,,,,,
29400336,10715 Parsons Road,78653,30.304413,-97.512087,258680.0,-13577,289722,240572,1436,139392,1984.0,,
,400 Chinese Elm Street,78748,,,,,,,,,,,
125807736,2301 East Riverside Drive,78741,30.22589,-97.71637,,,,,1633,45773,1950.0,12/17/1992,18500
,1500 Royston Lane,78682,,,,,,,,,,,
,750 Mesa Drive,78617,,,,,,,,,,,
,129 Lear Avenue,78610,,,,,,,,,,,
116080578,4213 Arrow Wood Road,78613,30.526976,-97.759036,695720.0,5863,730506,660934,3950,11369,2012.0,04/10/2018,
64457487,5221 Mount Bonnell Road,78731,30.336209,-97.776034,702213.0,-147012,1404426,477505,1538,217800,1945.0,,
,12258 Carl Road,78610,,,,,,,,,,,
,1275 East Howard Lane,78753,,,,,,,,,,,
,13268 Timberline Trail,78737,,,,,,,,,,,
,7706 Sandio Loop,78735,,,,,,,,,,,
28595398,38 Country Oaks Drive,78610,30.122801,-97.879964,505226.0,4226,586062,464808,3161,223898,,,
,6672 FM 973,78617,,,,,,,,,,,
70335830,6423 Soter Pkwy,78735,30.265503,-97.841904,1007540.0,14594,1078068,926937,3366,38812,2005.0,,
29413972,2706 Allandale Road,78756,30.335263,-97.748255,458816.0,-4730,500109,422111,1614,9947,1954.0,,
29434957,14612 Cameron Road,78660,30.3428,-97.5407,307641.0,9624,369169,258418,1722,217800,1977.0,,
,7545 Burnet Road,78757,,,,,,,,,,,
29508623,4406 Lendall Lane,78744,30.177617,-97.760072,213010.0,4745,227921,202360,1381,10715,1996.0,,
29360270,1709 Crazyhorse Pass,78734,30.374948,-97.932938,161314.0,5539,179059,133891,1216,7989,1994.0,,
,200 Thompson Lane,78742,,,,,,,,,,,
185183824,2642 Deep River Circle,78665,30.503413,-97.621965,489457.0,-11050,538403,460090,4175,,2007.0,,
29577385,210 Morningside Circle,78634,30.486112,-97.546577,359267.0,5824,380823,316155,2436,29098,1994.0,,
29342618,16515 Flint Rock Road,78738,30.331507,-97.994645,644133.0,-3420,689222,599044,3500,52707,1979.0,,
64585442,11924 Briarcreek Loop,78653,30.319014,-97.534964,180196.0,-223,189206,171186,1332,6098,2003.0,,
,2274 FM 1626,78652,,,,,,,,,,,
29331086,1730 Ben Crenshaw Way,78746,30.28355,-97.843391,657519.0,-2279,736421,512865,3242,16627,1983.0,,
,14611 Great Eagle Trail,78734,,,,,,,,,,,
29426820,9000 Viking Drive,78758,30.362933,-97.706914,272038.0,1821,291081,252995,1688,9344,1968.0,,
89545819,14600 Flat Top Ranch Road,78732,30.372328,-97.912653,,,,,9798,153766,2016.0,11/04/2016,2590500
80100019,6725 Liberty Grotto,78645,30.455006,-97.966481,,,,,,91350,,,
,16103 Crystal Hill Drive,78737,,,,,,,,,,,
,6928 Kellam Road,78617,,,,,,,,,,,
29577574,15910 Ruel Cove,78717,30.497013,-97.744813,408617.0,-3769,429048,388186,3224,16766,2000.0,,
29353710,4020 Far West Boulevard,78731,30.359709,-97.765843,593101.0,2659,622756,545653,2061,14853,1968.0,,
,822 West Howard Lane,78660,,,,,,,,,,,
29466746,5500 Sapote Court,78744,30.195365,-97.748854,183347.0,8284,194348,170513,1335,8455,1975.0,,
,15346 Bois D'Arc Road,78653,,,,,,,,,,,
124837427,8 Tourney Lane,78738,30.350598,-97.991323,208966.0,1667,265387,162993,,7653,,04/18/2005,40000
29378546,2203 Granger Lane,78613,30.465342,-97.840899,327808.0,446,354033,311418,2484,7035,1995.0,,
29365886,16521 Kidd Lane,78734,30.413012,-97.940359,1651820.0,82368,2130848,1486638,6299,59590,2002.0,,
52832072,8800 Hazelhurst Drive,78729,30.461501,-97.771103,296319.0,469,311135,281503,2162,9000,1999.0,11/17/2004,
79980238,14818 Broken Bow Trail,78734,30.38385,-97.929366,201635.0,-6056,211717,189537,778,9757,1950.0,,
,7216 Taylor Lane,78653,,,,,,,,,,,
58315144,3014 West William Cannon Drive,78745,30.212064,-97.820633,70102169.0,76351,140204337,44865389,1242,2603603,2000.0,,
80097806,409 North Cascades Avenue,78660,30.466847,-97.618981,,,,,1366,4352,2008.0,05/24/2018,
,6973 Taylor Lane,78653,,,,,,,,,,,
29440078,12407 Knoll Ridge Drive,78758,30.409233,-97.684398,391606.0,-1079,419018,372026,2776,13020,1972.0,08/30/1995,11000
64778913,3002 Shady Park Drive,78723,30.292801,-97.685892,354175.0,-8121,378967,332924,1335,7865,2003.0,05/06/2016,320000
29517196,606 Arroyo Vista Drive,78652,30.128307,-97.830205,325690.0,-8458,348488,309406,1633,63162,1978.0,,
,5143 TX 71,78617,,,,,,,,,,,
29360689,111 Explorer Cove,78734,30.377119,-97.976902,503475.0,2581,528649,478301,2933,15041,1999.0,,
60135194,4006 Louise Lee Drive,78725,30.239802,-97.587515,195715.0,-2761,205501,185929,1722,5310,2002.0,,
80105446,12012 Oaklynn Court,78653,30.36238,-97.535487,226977.0,-460,238326,215628,2047,5258,2007.0,,
29422423,1907 Pompton Drive,78757,30.356099,-97.725605,409351.0,2406,429819,384790,1306,8281,1962.0,,
64541312,20113 Panther Drive,78660,30.488168,-97.589848,282731.0,-11078,313831,257285,2283,43560,1979.0,,
29336282,1800 Lakeshore Drive,78746,30.298537,-97.789199,2000744.0,-1919,2300856,1660618,2640,11761,1991.0,05/30/2017,1899000
,285 Ruby Ranch Road,78610,,,,,,,,,,,
58317879,1601 Speaking Rock,78641,30.526581,-97.88588,325817.0,17543,355141,276944,1200,465656,1985.0,,
29465649,2402 Whirlaway Drive,78617,30.213872,-97.520942,209117.0,25215,232120,184023,1344,54232,1976.0,03/07/2013,17500
29370222,7901 Yaupon Drive,78750,30.423659,-97.777588,598493.0,16068,646372,556598,3833,14679,1994.0,,
29353934,6311 Sprucewood Cove,78731,30.35977,-97.786685,630534.0,-4634,662061,586397,2376,11029,1983.0,,
80094057,12201 Iron Bluff Place,78738,30.286568,-97.938144,,,,,,64508,,,
29365221,10209 Sausalito Drive,78759,30.407424,-97.765221,518141.0,-2099,544048,492234,2680,11456,1981.0,02/27/2017,
29470755,16411 Fagerquist Road,78617,30.136968,-97.584093,189721.0,7444,210590,168852,1,46348,1997.0,,
70343498,1307 Melissa Oaks Lane,78747,30.162059,-97.7849,306328.0,3256,324708,291012,2281,10280,2005.0,02/25/2015,225000
88020138,15800 Edenderry,78717,30.495969,-97.758711,390724.0,-135,410260,371188,2651,6747,2004.0,11/30/2004,262563
79980805,1444 Buffalo Gap Road,78734,30.382177,-97.954263,531277.0,-104628,610969,504713,3089,59807,2006.0,,
29365887,16401 Kidd Lane,78734,30.41237,-97.937744,1976213.0,-78770,2193596,1818116,3403,260149,1983.0,,
29344936,1700 Canyon Edge Drive,78733,30.339097,-97.862086,527559.0,-5975,580315,495905,2648,13677,1994.0,07/02/2018,535000
,1501 Crozier Lane,78617,,,,,,,,,,,
120899962,8501 Vantage Point Drive,78737,30.232153,-97.905878,434884.0,-9905,456628,413140,2324,14240,2013.0,,
83831423,16905 Cameron Road,78653,30.411459,-97.539042,315636.0,4260,362981,268291,2128,365904,1998.0,,
125888366,148 Lakefront Drive,78645,30.389442,-97.99909,,,,,,15155,1974.0,,
2101919615,2001 East Riverside Drive,78741,30.23601,-97.737778,,,,,828,14449,1984.0,08/31/2017,235000
70337027,130 Vailco Lane,78738,30.336208,-97.950806,879237.0,-35970,958368,826483,5359,16548,2008.0,,
58298654,8402 Greenflint Lane,78759,30.376489,-97.754692,416124.0,8835,478543,374512,3266,11879,1977.0,,
84383125,485 Thousand Oaks Drive,78612,30.106192,-97.536599,267610.0,-406,280990,246201,1282,87120,1996.0,,
,5812 Trade Center Drive,78744,,,,,,,,,,,
29384275,1108 East 2nd Street,78702,30.261119,-97.732246,513340.0,-440,544140,487673,1364,7780,1936.0,,
29347611,3801 Ranch Creek Drive,78730,30.355749,-97.845946,711553.0,-1351,754246,661744,3203,70567,1985.0,,
64681923,12702 Wright Road,78610,30.094675,-97.757636,381804.0,4804,427620,351260,1118,357715,1999.0,,
62605647,19100 Blake Manor Road,78653,30.284085,-97.515375,171422.0,152,193707,154280,1456,87120,2000.0,,
29468007,5802 Walnut Hollow Cove,78744,30.192485,-97.730499,214929.0,-3620,232123,199884,1488,13112,1996.0,,
,2842 Phoenix Way,78665,,,,,,,,,,,
29339201,2507 Westlake Drive,78746,30.30581,-97.781715,1676531.0,-106507,1928011,1391521,885,47681,1954.0,,
83826394,4200 Verano Drive,78735,30.278159,-97.886193,1548701.0,1109,1703571,1471266,4697,47916,2014.0,12/04/2014,
,15260 Bois D'Arc Road,78653,,,,,,,,,,,
83816642,9508 Ranchland Hills Cove,78645,30.467404,-97.929289,,,,,,87120,,,
29502976,11905 Jess Drive,78737,30.19306,-97.931268,449637.0,-1066,472119,427155,2316,95396,1979.0,,
,1494 Elliott Ranch Road,78610,,,,,,,,,,,
,15200 Kinsey Court,78734,,,,,,,,,,,
29472962,2107 La Casa Drive,78704,30.246999,-97.780182,1123752.0,-3979,1213652,1045089,2740,7564,2017.0,,
249878813,9625 East Parmer Lane,78653,30.342575,-97.580168,,,,,,49789,,,
29575387,13010 Debarr Drive,78729,30.446317,-97.75633,265002.0,4738,283552,246452,1387,,1985.0,12/30/1987,83900
29356093,8511 Bell Mountain Drive,78730,30.375099,-97.818479,939448.0,10312,1005209,845503,3526,110207,1983.0,,
,4898 Gilbert Road,78724,,,,,,,,,,,
,535 Kodiak Trail,78613,,,,,,,,,,,
,78 Colony Road,78737,,,,,,,,,,,
29362779,1205 Brooks Hollow Road,78734,30.388981,-97.971381,999650.0,-12772,1189584,799720,1352,241758,1955.0,,
29366903,7090 Comanche Trail,78732,30.413731,-97.892338,957750.0,23760,1072680,804510,2928,57573,1983.0,,
,13543 Kollmeyer Drive,78734,,,,,,,,,,,
29340537,2600 Buckminster Court,78746,30.311636,-97.78403,1206194.0,8406,1314751,1133822,4092,29002,1983.0,03/31/2017,417000
125159127,2107 East 8th Street,78702,30.262424,-97.718619,729516.0,-11653,795172,649269,2253,13673,2017.0,,
29340967,12217 Lake Stone Drive,78738,30.3172,-97.921571,518446.0,-10782,544368,492524,3454,10733,2000.0,,
,10906 River Terrace,78733,,,,,,,,,,,
29331550,1515 Murray Lane,78703,30.284005,-97.756744,1292141.0,14196,1395512,1201691,2708,7971,1926.0,,
,6528 Ranch to Market Road 967,78610,,,,,,,,,,,
,2441 East Pflugerville Parkway,78660,,,,,,,,,,,
,8332 Rock Cliff Drive,78645,,,,,,,,,,,
64528792,9000 Appaloosa Run,78737,30.191714,-97.937982,455102.0,-763,509714,423245,2168,250906,1981.0,,
64562666,13800 Lone Rider Trail,78738,30.303036,-97.963931,675757.0,-2672,723060,635212,3983,21780,1999.0,11/03/2003,
70344287,219 Vailco Lane,78738,30.33178,-97.956226,976852.0,14589,1103843,810787,5251,48439,2006.0,,
83826934,7917 Big View Drive,78730,30.346781,-97.876095,3779459.0,-21423,3968432,3590486,8442,87120,2007.0,,
29375159,13704 Bullick Hollow Road,78726,30.437401,-97.872617,426091.0,3300,451656,392004,2683,14679,1998.0,,
,1012 East 16th Street,78702,,,,,,,,,,,
125888452,10805 Superview Drive,78736,30.255499,-97.929553,,,,,,127722,1989.0,,
29364654,4505 Poteau Circle,78734,30.405798,-97.92409,434111.0,5283,455817,412405,1995,67583,1993.0,,
,128 Cattle Bend,78640,,,,,,,,,,,
,13273 Vista Rock Drive,78641,,,,,,,,,,,
29471612,15100 Pocmont Trail,78719,30.077074,-97.646216,162467.0,3936,180338,144596,1728,37026,1996.0,,
,15932 Jeffs Lane,78717,,,,,,,,,,,
114405571,17702 Sandy Lane,78645,30.501791,-97.906011,,,,,420,9975,1979.0,,
29516733,11025 Ballybunion Place,78747,30.133298,-97.778891,324833.0,7884,341075,308591,1927,5662,2001.0,,
29404160,5900 North Hampton Road,78723,30.311043,-97.685699,418902.0,-13652,448225,372823,1779,10062,1968.0,02/24/2014,340000
,555 Country Lane,78610,,,,,,,,,,,
,16328 Hamilton Pool Road,78738,,,,,,,,,,,
,5217 Winnebago Lane,78744,,,,,,,,,,,
120902706,2407 Berkshire Way,78613,30.51953,-97.865583,363138.0,1868,399452,344981,2581,5000,2013.0,06/22/2017,
83822840,4521 Mont Blanc Drive,78738,30.32216,-97.985545,476489.0,-3857,505078,452665,3208,9104,2011.0,,
,3057 Homannville Trail,78644,,,,,,,,,,,
29375234,15737 Booth Circle,78641,30.435956,-97.908421,574312.0,-3258,643229,511138,2272,57303,1973.0,,
29411976,2103 Vanderbilt Lane,78723,30.320764,-97.683465,404249.0,-6160,432546,375952,1868,8581,1964.0,,
29363493,12406 Cedar Street,78732,30.392544,-97.878541,670597.0,-7008,818128,563301,3414,39204,1984.0,,
29421953,6904 William Wallace Way,78754,30.351372,-97.609262,259869.0,-4412,272862,246876,2277,14009,2001.0,,
,4810 West Howard Lane,78728,,,,,,,,,,,
90297987,1100 Tomahawk Trail,78616,30.030589,-97.645896,78275.0,-8183,101757,72013,,338069,,,
29352169,216 Hazeltine Drive,78734,30.359852,-97.964806,426188.0,-5649,447497,404879,2779,6795,2000.0,,
29458872,1502 Alta Vista Avenue,78704,30.245975,-97.742493,667755.0,3142,727853,634367,2079,7209,1935.0,,
64852780,20721 Ed Acklin Road,78653,30.272926,-97.490035,416626.0,-10196,491619,358298,2632,40424,2001.0,,
29462792,1301 Saint Edward's Drive,78704,30.229454,-97.747208,479630.0,10636,527593,412482,1972,10424,1973.0,,
29326787,5015 Timberline Drive,78746,30.272919,-97.795536,1010853.0,57054,1061396,929985,1972,19267,1964.0,,
,2957 Chaparral Road,78652,,,,,,,,,,,
,6009 5900 Southwest Parkway,78735,,,,,,,,,,,
29354239,14002 Washoe Circle,78734,30.368353,-97.923079,273045.0,9293,319463,232088,1196,71521,1979.0,,
,14404 Eilers Road,78719,,,,,,,,,,,
29471641,10901 Maha Loop Road,78719,30.086792,-97.660096,187093.0,8280,246963,159029,1792,43865,2000.0,,
,4817 Old Spicewood Springs Road,78759,,,,,,,,,,,
,472 Osage Drive,78641,,,,,,,,,,,
,3908 Avenue B,78751,,,,,,,,,,,
,14894 Ranch to Market Road 1826,78737,,,,,,,,,,,
29488921,4326 Dos Cabezas Drive,78749,30.214885,-97.844678,418009.0,127,438909,397109,3302,10878,1999.0,12/14/2006,228000
83828021,5918 Turnersville Road,78610,30.072464,-97.726821,402978.0,358,435216,370740,2016,336631,2005.0,,
83824272,16324 Greenwood Drive,78617,30.190851,-97.558875,,,,,1,229474,1956.0,,
29389115,22514 Deidra Drive,78621,30.26839,-97.461881,168941.0,816,189214,150357,1344,140307,1996.0,,
,4623 City Park Road,78730,,,,,,,,,,,
29386686,4703 Munson Street,78721,30.268663,-97.691626,277405.0,-35553,307920,246890,1464,5750,1959.0,,
119623009,12501 North Lamar Boulevard,78753,30.406529,-97.677473,,,,,63184,135297,1999.0,,
29475711,5701 Oakclaire Drive,78735,30.242398,-97.850409,401161.0,1276,437265,377091,2141,13499,1971.0,,
,1087 Engelke Road,78640,,,,,,,,,,,
,18 Treehaven Lane,78738,,,,,,,,,,,
29479309,7104 Whispering Creek Court,78736,30.236173,-97.883033,352450.0,10768,373597,331303,1528,10802,1972.0,,
,9306 Old Manor Road,78724,,,,,,,,,,,
2089862026,201 North Heatherwilde Boulevard,78660,30.488924,-97.612993,,,,,1008,,,,
,11619 Maha Loop Road,78719,,,,,,,,,,,
,1908 Hur Industrial Boulevard,78613,,,,,,,,,,,
88023297,11600 Fletcher Hall Lane,78717,30.498458,-97.792271,320242.0,-7970,339457,304230,2244,7267,2005.0,,
83815708,3905 Vail Divide,78738,30.325777,-97.980474,652487.0,-10324,711211,613338,4326,14662,2009.0,,
2094197474,7125 Kellam Road,78617,30.157049,-97.618049,271254.0,2484,534370,184453,1400,846370,1965.0,,
,1103 Azie Morton Road,78704,,,,,,,,,,,
58299333,8409 Adirondack Trail,78759,30.379233,-97.759102,538144.0,-9722,565051,511237,2011,10715,1976.0,07/10/2014,
67008092,10608 Medinah Greens Drive,78717,30.507131,-97.756608,607844.0,-2250,638236,577452,4073,11899,2004.0,,
29566622,10907 Hard Rock Road,78750,30.453634,-97.811283,279240.0,-1636,295994,265278,1828,9001,1980.0,,
,3980 Ranch to Market Road 967,78610,,,,,,,,,,,
29338218,342 Saint Stephen's School Road,78746,30.306114,-97.838271,1218153.0,1306,1279061,1157245,3984,134165,1994.0,,
29363681,1804 Kingfisher Ridge Cove,78645,30.394792,-97.972624,2311341.0,-69170,2426908,2195774,6907,116174,2001.0,,
29592218,13028 Partridge Bend Drive,78729,30.450645,-97.762941,336466.0,907,360019,319643,2406,,1994.0,,
,17912 Becker Farm Road,78660,,,,,,,,,,,
29412168,5410 Woodview Avenue,78757,30.329315,-97.744548,593874.0,4902,629506,546364,1948,11970,1949.0,,
,2801 Manitou Drive,78734,,,,,,,,,,,
29471147,10017 FM 1625,78747,30.117427,-97.71442,345324.0,-26804,369497,317698,2296,188658,1981.0,,
89547563,15700 Forest Glenn Cove,78617,30.147515,-97.588566,222740.0,14051,247241,204921,1,161172,2007.0,,
,409 East Pflugerville Parkway,78660,,,,,,,,,,,
,9700 FM 812,78719,,,,,,,,,,,
125901128,17700 Fawnridge Circle,78645,30.412152,-97.961539,,,,,,14144,1972.0,,
,14957 Fitzhugh Road,78736,,,,,,,,,,,
29416464,7500 Northcrest Boulevard,78757,30.339195,-97.710404,380676.0,1648,399710,357835,1540,9496,1964.0,06/26/2015,370000
2088688316,8200 Southwest Parkway,78735,30.259315,-97.881628,529577.0,4052,741408,376000,2188,,,05/30/2018,579000
29474467,10104 Murmuring Creek Drive,78736,30.252206,-97.918492,374926.0,19860,393672,337433,1705,25849,1984.0,,
28590998,13401 Copper Hills Drive,78652,30.14272,-97.878862,449575.0,8649,494532,409113,3063,43560,1995.0,,
,11001 Lakeside Drive,78645,,,,,,,,,,,
29362623,15001 General Williamson Drive,78734,30.387628,-97.929294,450790.0,-1566,473329,428251,2559,11735,2004.0,,
29507630,4105 Idalia Drive,78749,30.182962,-97.86269,401396.0,6743,421466,381326,2412,10785,1994.0,,
,12919 Camino Real,78640,,,,,,,,,,,
29511997,4413 Lost Oasis Hollow,78739,30.170661,-97.874322,477708.0,-320,501593,453823,3121,9931,1999.0,,
29377173,13104 Sinton Lane,78729,30.443699,-97.747851,302553.0,-3930,317681,287425,2267,6538,1984.0,,
,4509 1/2 Freidrich Lane,78744,,,,,,,,,,,
29434511,1300 Tuxford Cove,78753,30.385445,-97.658314,217186.0,1762,228045,206327,1487,7405,1982.0,03/09/2018,210000
,10819 Darden Hill Road,78619,,,,,,,,,,,
29429009,903 Salem Lane,78753,30.366438,-97.678946,320402.0,-131,349238,304382,2306,13199,1978.0,,
29374378,9813 Mandeville Circle,78750,30.438024,-97.804098,478567.0,-11950,507281,454639,2618,15046,1976.0,,
,13437 New Sweden Church Road,78653,,,,,,,,,,,
29495798,8400 Treehouse Lane,78749,30.203447,-97.845801,667089.0,-36043,747140,600380,3720,124146,1960.0,,
,322 Lexington Drive,78737,,,,,,,,,,,
58305794,12102 Wycliff Lane,78727,30.417942,-97.727402,396954.0,4936,416802,377106,1867,7367,1979.0,,
29406511,5205 Avenue H,78751,30.315991,-97.719644,398282.0,-7714,418196,374385,1045,6054,1940.0,,
58301584,8212 View Ridge Drive,78724,30.299353,-97.626743,166786.0,-3517,181797,143436,1210,7815,1977.0,,
,563 Doe Whisper Way,78738,,,,,,,,,,,
83827455,3700 Verano Drive,78735,30.283052,-97.887694,1616238.0,11589,1874836,1470777,4410,42950,2012.0,,
,1548 Farm-to-Market Road 1626,78610,,,,,,,,,,,
29339540,10409 Indigo Broom Loop,78733,30.310968,-97.895808,610183.0,-10440,646794,579674,3676,11412,1994.0,,
29493587,7203 Scenic Oaks Circle,78745,30.202602,-97.81457,292970.0,4451,310548,278322,1265,7379,1972.0,,
122188213,699 Stone View Trail,78737,30.193538,-98.008072,339952.0,4210,363749,316155,2151,1516324,2013.0,07/18/2017,364000
70337051,114 Whitley Drive,78738,30.33584,-97.957569,834208.0,-34310,1184575,717419,6176,13285,2007.0,07/23/2007,
29463544,10401 Platt Lane,78725,30.23209,-97.642477,256463.0,13835,282109,230817,2032,43560,1970.0,,
,608 West 22nd Street,78705,,,,,,,,,,,
,6311 East US 290 Frontage Road,78752,,,,,,,,,,,
29365610,2926 Thurman Road,78645,30.411216,-97.980391,2082539.0,87448,2228317,1645206,8086,97814,1996.0,,
,1015 West 34th Street,78703,,,,,,,,,,,
,518 Dickerson Road,78640,,,,,,,,,,,
,4498 East William Cannon Drive,78744,,,,,,,,,,,
,13611 Ranch to Market Road 1826,78737,,,,,,,,,,,
2101477402,2501 Berwyn Circle,78745,30.21657,-97.805317,403204.0,501,431428,354820,2368,9408,1969.0,,
29342735,4910 West Park Drive,78731,30.327052,-97.75342,528331.0,-13498,554748,501914,1456,8102,1950.0,,
,76 Headquarters Road,78617,,,,,,,,,,,
29452132,16104 Stoneham Circle,78660,30.450275,-97.645797,152955.0,6881,160603,142248,940,4347,1984.0,,
